Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
CARD_PAYMENT,Current,2024-01-08 20:18:58,2024-01-09 11:58:22,Shop,-13.27,0.00,EUR,COMPLETED,19.79
